RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
1,000000000014722,"Sofia Morales",1062,2,00000000000019809,833596.97,"PYT9UH3054"
4,000000000014030,"Gabriela Ortiz",1058,2,00000000000023492,615921.99,"ZG9VUO4443"
2,000000000006735,"Sofia Morales",1063,1,00000000000000041,999873.52,"6PIBGI0654"
3,000000000022662,"Sofia Morales",1060,1,00000000000023626,150472.79,"6LFG138467"
2,000000000026574,"Sofia Morales",1058,1,00000000000016845,633627.19,"3SH2N42728"
2,000000000030941,"Maria Lopez",1058,1,00000000000007548,696669.34,"46RAPJ5245"
3,000000000009570,"Ana Martinez",1063,2,00000000000029749,264004.02,"MO8KF94719"
3,000000000015440,"Gabriela Ortiz",1063,2,00000000000031310,332510.74,"VDZG151464"
3,000000000027056,"Maria Lopez",1060,1,00000000000031200,359924.47,"J4RUW83697"
1,000000000020117,"Maria Lopez",1063,2,00000000000013185,453361.01,"BJQQDL1084"
1,000000000027326,"Sofia Morales",1060,2,00000000000000728,772355.70,"S0HK4J4471"
5,000000000024296,"Sofia Morales",1061,2,00000000000008586,196789.14,"4YAEMK8926"
4,000000000005278,"Luis Ramirez",1058,1,00000000000010020,345205.21,"CXFM5Y4334"
2,000000000028893,"Juan Perez",1060,1,00000000000027357,671020.73,"D2LITA2029"
1,000000000023003,"Pedro Herrera",1059,2,00000000000021327,721453.99,"WGBDL91028"
3,000000000029468,"Luis Ramirez",1062,2,00000000000001659,489679.83,"HSEH7I5317"
5,000000000026774,"Maria Lopez",1063,1,00000000000018865,43138.24,"ZOJ1XH1384"
3,000000000013050,"Gabriela Ortiz",1058,1,00000000000024667,831756.77,"CHTBIG1945"
2,000000000018032,"Pedro Herrera",1058,2,00000000000029754,251285.04,"CEIRFA8249"
2,000000000020563,"Gabriela Ortiz",1063,1,00000000000019507,576364.40,"JN3BYP1564"
1,000000000031244,"Gabriela Ortiz",1060,1,00000000000003213,178014.94,"ENZA9J1669"
2,000000000009680,"Luis Ramirez",1062,1,00000000000024220,29096.99,"K050MU1095"
3,000000000012645,"Sofia Morales",1062,1,00000000000024179,960475.37,"MLRBJ89278"
2,000000000014319,"Pedro Herrera",1061,1,00000000000024627,241032.48,"BYDTGU3286"
1,000000000026307,"Carlos Gonzalez",1063,2,00000000000017815,960667.05,"3RYFG78434"
4,000000000026474,"Carlos Gonzalez",1058,1,00000000000011956,575220.15,"KHHJQI1223"
5,000000000026740,"Juan Perez",1062,1,00000000000021035,412548.61,"BPTDKD9283"
3,000000000007306,"Sofia Morales",1058,1,00000000000006332,940553.51,"QC93BC9036"
1,000000000001832,"Pedro Herrera",1062,2,00000000000022840,108798.13,"H4ED4T2660"
1,000000000010105,"Sofia Morales",1062,1,00000000000018544,955457.06,"EO14X81940"
3,000000000023398,"Carlos Gonzalez",1063,2,00000000000021192,62541.99,"JOEDQR1904"
3,000000000007844,"Sofia Morales",1063,1,00000000000013043,166727.19,"DXVIWO2136"
4,000000000012906,"Ana Martinez",1058,2,00000000000015247,324209.84,"6PSMMG0164"
2,000000000023564,"Gabriela Ortiz",1062,1,00000000000018758,500011.07,"IH54TC0939"
2,000000000009717,"Sofia Morales",1063,1,00000000000032612,564023.97,"LRK79A5549"
3,000000000017570,"Luis Ramirez",1059,1,00000000000025184,71094.15,"4DL2ZQ0161"
2,000000000019815,"Juan Perez",1063,2,00000000000010231,862459.53,"M20VNU9498"
3,000000000009036,"Luis Ramirez",1059,1,00000000000000441,271325.20,"OAKVXD0957"
5,000000000004186,"Luis Ramirez",1061,2,00000000000024446,70036.60,"7DMMUR4939"
4,000000000003653,"Ana Martinez",1063,1,00000000000006238,942675.79,"LJ2Y2P5359"
2,000000000012093,"Ana Martinez",1059,2,00000000000013056,814331.45,"XM3UGF1584"
1,000000000031356,"Maria Lopez",1063,1,00000000000017609,357111.09,"POP8VZ6097"
2,000000000000842,"Juan Perez",1059,1,00000000000017974,113016.53,"XT0FI44976"
2,000000000008310,"Maria Lopez",1059,2,00000000000018399,197711.42,"0WCB5K3652"
1,000000000023528,"Sofia Morales",1062,2,00000000000018095,291336.33,"99Q9789260"
5,000000000018784,"Carlos Gonzalez",1061,1,00000000000003979,944561.99,"P8Q5X48899"
3,000000000019142,"Sofia Morales",1062,1,00000000000015815,764277.49,"ZBBYUZ5616"
4,000000000008721,"Ana Martinez",1061,1,00000000000028290,293861.53,"QFL4SJ4346"
5,000000000004724,"Luis Ramirez",1062,2,00000000000013761,848289.51,"PCAYG77410"
5,000000000020332,"Luis Ramirez",1063,2,00000000000028317,749947.95,"LQNRDC2361"
5,000000000009876,"Sofia Morales",1062,1,00000000000001024,462410.31,"NW59YR9820"
3,000000000024874,"Sofia Morales",1058,1,00000000000023647,833529.36,"RMISYQ8015"
2,000000000003670,"Sofia Morales",1059,1,00000000000026079,67171.17,"X0BS1B5785"
1,000000000002798,"Gabriela Ortiz",1059,1,00000000000010600,540933.75,"RK5LUA9838"
4,000000000022023,"Gabriela Ortiz",1059,2,00000000000010054,806714.86,"HHZVEK3496"
1,000000000023081,"Carlos Gonzalez",1060,2,00000000000017622,231530.64,"CO3DZ08731"
5,000000000016637,"Maria Lopez",1060,2,00000000000006385,504249.73,"VIVKLL4077"
3,000000000009788,"Carlos Gonzalez",1059,1,00000000000008340,781771.81,"ZIL6J70769"
3,000000000006893,"Gabriela Ortiz",1061,2,00000000000016468,343809.17,"I3GKWU8028"
3,000000000023271,"Juan Perez",1060,2,00000000000019896,280687.68,"AMEMJQ0334"
3,000000000032625,"Maria Lopez",1060,2,00000000000018298,15746.24,"70CVJL0681"
1,000000000016092,"Juan Perez",1060,1,00000000000029943,588313.06,"LMXY9M2124"
3,000000000000838,"Gabriela Ortiz",1061,1,00000000000020740,617818.22,"Q7EBYD2396"
3,000000000012749,"Carlos Gonzalez",1058,1,00000000000000595,397641.22,"QB8QEH3128"
3,000000000016192,"Ana Martinez",1063,1,00000000000012663,698143.61,"BWOECZ0087"
2,000000000028606,"Ana Martinez",1060,2,00000000000006040,475185.66,"HZ2X3O3339"
5,000000000021623,"Carlos Gonzalez",1060,2,00000000000024458,109389.91,"CHY9E62927"
3,000000000025860,"Juan Perez",1059,1,00000000000027749,880937.65,"1NK71K3445"
2,000000000007593,"Luis Ramirez",1062,2,00000000000001568,648716.05,"KWBLQW5391"
5,000000000006370,"Sofia Morales",1063,1,00000000000025468,740223.85,"WKZV669751"
3,000000000032238,"Maria Lopez",1062,2,00000000000032174,323721.67,"80MNPD9833"
1,000000000012525,"Ana Martinez",1062,1,00000000000020696,599572.22,"UV54ZH9013"
3,000000000028812,"Carlos Gonzalez",1062,1,00000000000011187,143031.34,"X8ULS84087"
5,000000000008455,"Pedro Herrera",1059,2,00000000000020217,111969.14,"4ZF02Q0581"
2,000000000002843,"Sofia Morales",1062,2,00000000000015851,202047.49,"HJI6HZ1535"
2,000000000003080,"Carlos Gonzalez",1059,1,00000000000028991,58118.86,"7YIKDH4298"
1,000000000000091,"Luis Ramirez",1061,1,00000000000008202,138999.50,"3UFSW94786"
1,000000000020796,"Carlos Gonzalez",1062,2,00000000000011357,605563.09,"7FRH351646"
4,000000000024073,"Sofia Morales",1059,2,00000000000006133,61729.03,"ZV81LN8681"
3,000000000000360,"Gabriela Ortiz",1062,2,00000000000032632,890813.25,"6NUYZX9608"
4,000000000010444,"Maria Lopez",1061,1,00000000000010475,499551.90,"4LI9UM1672"
5,000000000030733,"Gabriela Ortiz",1063,1,00000000000024596,346835.20,"RQXA9F5465"
5,000000000026088,"Gabriela Ortiz",1058,1,00000000000032175,425660.17,"8LZTZE1514"
1,000000000002886,"Ana Martinez",1063,2,00000000000010011,7377.80,"ENG1D60951"
1,000000000031218,"Pedro Herrera",1060,2,00000000000030238,196317.63,"V04RXC4267"
5,000000000007002,"Juan Perez",1059,1,00000000000011168,193066.57,"G01I9S0633"
2,000000000005363,"Pedro Herrera",1061,2,00000000000023273,7217.66,"27V70B5537"
4,000000000028103,"Ana Martinez",1059,2,00000000000021453,428150.65,"JBPRJI9252"
1,000000000016102,"Gabriela Ortiz",1059,1,00000000000016473,992004.24,"I1FQZD3788"
4,000000000006493,"Gabriela Ortiz",1059,1,00000000000028871,913194.81,"WRGMVH7613"
2,000000000019620,"Pedro Herrera",1063,1,00000000000032335,512824.23,"UY92TI3239"
5,000000000004196,"Sofia Morales",1061,1,00000000000022254,578067.32,"KFLI4U2956"
3,000000000012870,"Luis Ramirez",1058,2,00000000000015314,865052.68,"4IWLEW5301"
3,000000000010812,"Gabriela Ortiz",1058,1,00000000000023529,174939.24,"4LDGDU8907"
5,000000000014734,"Sofia Morales",1061,2,00000000000021987,433296.75,"CEPGT71227"
5,000000000017796,"Gabriela Ortiz",1060,1,00000000000012330,790023.05,"QYVMB12674"
5,000000000006098,"Maria Lopez",1059,2,00000000000017198,811756.68,"DQ9OVA5132"
5,000000000025217,"Gabriela Ortiz",1061,1,00000000000020605,963013.73,"COYXHC7674"
1,000000000004026,"Carlos Gonzalez",1062,1,00000000000004176,267088.11,"S8Z57L9667"
5,000000000017253,"Gabriela Ortiz",1063,1,00000000000018273,903662.45,"BCZ10U0072"
5,000000000006782,"Gabriela Ortiz",1063,1,00000000000027510,203662.29,"VJBBRO9001"
1,000000000008912,"Pedro Herrera",1061,1,00000000000000640,613824.73,"CIU0GD0527"
2,000000000023926,"Sofia Morales",1063,2,00000000000025496,614516.36,"A1UVP30889"
1,000000000005154,"Carlos Gonzalez",1060,1,00000000000025753,718864.07,"CK0JRG1021"
2,000000000026014,"Gabriela Ortiz",1061,1,00000000000031662,406885.73,"J5QB0F2122"
5,000000000004835,"Gabriela Ortiz",1063,1,00000000000002111,381526.00,"Z8FE896593"
2,000000000015573,"Pedro Herrera",1059,1,00000000000009964,783040.80,"4RDC0A6208"
2,000000000024802,"Carlos Gonzalez",1062,1,00000000000004434,62524.20,"ZRV5LE2689"
5,000000000013665,"Ana Martinez",1061,2,00000000000029802,928551.83,"UW7ARB0078"
5,000000000021434,"Juan Perez",1059,1,00000000000021291,957334.78,"Z2K10F9123"
3,000000000014668,"Carlos Gonzalez",1059,2,00000000000024670,627180.42,"GTP4J02625"
2,000000000006935,"Sofia Morales",1059,1,00000000000022338,929090.60,"P1S6MO2265"
5,000000000004349,"Maria Lopez",1058,2,00000000000029029,647638.56,"23PJDD3613"
5,000000000017653,"Gabriela Ortiz",1060,1,00000000000017969,345503.87,"G5QP2G8646"
1,000000000001874,"Maria Lopez",1058,1,00000000000007518,855421.49,"I0VP2V5361"
2,000000000023873,"Sofia Morales",1061,1,00000000000005369,742262.54,"8O3MHB2067"
1,000000000000560,"Sofia Morales",1062,2,00000000000017862,797146.68,"U3LQX25132"
3,000000000031838,"Carlos Gonzalez",1058,1,00000000000023010,743767.58,"JPTNDS9640"
3,000000000029974,"Carlos Gonzalez",1059,1,00000000000027291,346611.70,"8SGSGP6251"
2,000000000019615,"Sofia Morales",1060,1,00000000000004618,703824.86,"D1YP3Y2349"
1,000000000015932,"Sofia Morales",1060,1,00000000000011280,517293.79,"Z1U7DJ2205"
4,000000000024184,"Pedro Herrera",1058,2,00000000000028776,279681.41,"2Y7HE90794"
3,000000000024417,"Pedro Herrera",1062,1,00000000000013205,815839.72,"UJFCK00064"
4,000000000014399,"Gabriela Ortiz",1063,2,00000000000001494,322728.83,"WK44BM6841"
1,000000000025918,"Juan Perez",1059,1,00000000000008814,193107.41,"Z9CCB58835"
2,000000000008717,"Ana Martinez",1058,1,00000000000013477,509769.14,"0O7VS87892"
4,000000000004186,"Maria Lopez",1063,2,00000000000005322,654789.32,"0WACHG1403"
3,000000000028833,"Luis Ramirez",1063,2,00000000000012810,883798.80,"G9M60V4609"
4,000000000014628,"Carlos Gonzalez",1059,2,00000000000001655,299042.31,"V17RWG6799"
4,000000000015224,"Ana Martinez",1061,2,00000000000004360,409494.78,"786HJN1557"
4,000000000023458,"Ana Martinez",1059,1,00000000000000221,155444.31,"48V93C9818"
3,000000000011957,"Luis Ramirez",1063,1,00000000000011637,95363.02,"G93GUO5586"
4,000000000029415,"Gabriela Ortiz",1063,1,00000000000008573,982373.23,"M84VOJ7862"
2,000000000027734,"Juan Perez",1063,1,00000000000028737,675908.93,"M1JVP15914"
5,000000000025870,"Juan Perez",1061,2,00000000000022641,362895.38,"3YVTO00106"
4,000000000023566,"Ana Martinez",1061,2,00000000000029596,211587.90,"AWKXJ32632"
1,000000000016393,"Luis Ramirez",1059,1,00000000000011513,952643.42,"T8IHDX6599"
5,000000000006258,"Maria Lopez",1060,2,00000000000001242,112701.03,"14JZ1E0404"
2,000000000022423,"Gabriela Ortiz",1060,1,00000000000017138,242254.76,"19A5YG1462"
3,000000000020904,"Gabriela Ortiz",1058,1,00000000000002778,995691.01,"AS42MI8087"
5,000000000005870,"Gabriela Ortiz",1061,2,00000000000008049,440941.32,"WRPFXW6083"
3,000000000024599,"Ana Martinez",1058,2,00000000000022301,738977.97,"BHJ06W3659"
2,000000000000355,"Carlos Gonzalez",1059,2,00000000000021221,248812.02,"EYKLDA7941"
5,000000000016166,"Gabriela Ortiz",1060,1,00000000000030897,924284.46,"DTGM607780"
5,000000000010108,"Luis Ramirez",1063,2,00000000000028695,185007.40,"VHOFAS8053"
1,000000000025463,"Carlos Gonzalez",1063,2,00000000000028146,827588.36,"5DFNNL4668"
2,000000000027543,"Pedro Herrera",1063,2,00000000000023481,758168.19,"TLC2325207"
4,000000000004124,"Ana Martinez",1060,2,00000000000015800,662328.64,"FUO44G1280"
3,000000000030723,"Maria Lopez",1063,2,00000000000006902,580467.60,"ELROZI2626"
3,000000000019348,"Sofia Morales",1059,1,00000000000031705,575283.44,"O30UPC3491"
3,000000000006712,"Pedro Herrera",1063,1,00000000000001985,820212.15,"J0Y5ET0502"
4,000000000029465,"Carlos Gonzalez",1060,2,00000000000022130,511630.65,"Q7LX7R2827"
5,000000000005695,"Luis Ramirez",1061,1,00000000000024189,178716.79,"044H4E6219"
4,000000000010275,"Carlos Gonzalez",1062,2,00000000000002779,306341.30,"Y7RMGA3818"
4,000000000029409,"Sofia Morales",1063,1,00000000000005065,694909.61,"LHR54Y7185"
1,000000000025433,"Luis Ramirez",1061,1,00000000000020166,665944.73,"C2YFZK4277"
1,000000000030129,"Juan Perez",1060,1,00000000000017810,901794.47,"9X21OM1601"
3,000000000005788,"Juan Perez",1063,1,00000000000002307,418154.81,"HWK4IK8838"
1,000000000009132,"Juan Perez",1061,2,00000000000027194,29523.17,"4MFUFK1949"
2,000000000030441,"Juan Perez",1062,2,00000000000011479,203895.01,"1V5T8B3925"
5,000000000011849,"Carlos Gonzalez",1062,1,00000000000000357,177781.38,"JUBYXO6595"
4,000000000030311,"Pedro Herrera",1059,2,00000000000020947,40942.74,"RWBWO42082"
3,000000000011086,"Carlos Gonzalez",1058,2,00000000000029981,793375.59,"IS5S5A2885"
3,000000000008769,"Luis Ramirez",1058,2,00000000000017093,620751.78,"VOMY4Q5527"
2,000000000001816,"Maria Lopez",1058,1,00000000000013744,452121.18,"VWM7GM0754"
3,000000000021734,"Carlos Gonzalez",1060,1,00000000000022937,625476.44,"BZV5GV6608"
2,000000000001465,"Carlos Gonzalez",1060,2,00000000000027472,990324.77,"CBSVBY6787"
5,000000000006970,"Juan Perez",1063,2,00000000000026302,452368.19,"XDKHTK0760"
3,000000000023888,"Maria Lopez",1062,1,00000000000014232,757677.87,"YF8VF45465"
5,000000000002883,"Sofia Morales",1058,2,00000000000008887,218010.27,"902LAK3537"
3,000000000030771,"Sofia Morales",1063,1,00000000000025836,347883.95,"8GWJQW3224"
4,000000000015537,"Juan Perez",1063,1,00000000000020126,703418.08,"8ZRJC44788"
2,000000000027156,"Maria Lopez",1063,2,00000000000008222,784601.96,"06GT850051"
1,000000000000832,"Pedro Herrera",1059,1,00000000000011530,166655.99,"XBGU1O5494"
2,000000000026569,"Ana Martinez",1058,2,00000000000011732,235638.81,"4O54A43086"
1,000000000020628,"Juan Perez",1059,2,00000000000021450,108689.81,"4IDYJT3974"
1,000000000013245,"Sofia Morales",1061,2,00000000000023141,266924.73,"7D6VXT0149"
5,000000000014755,"Luis Ramirez",1060,1,00000000000005227,545012.62,"C2ZYBT6982"
3,000000000026351,"Gabriela Ortiz",1063,2,00000000000007634,734218.56,"FDRJB69801"
5,000000000006694,"Juan Perez",1063,1,00000000000004668,684603.73,"39HENH0042"
1,000000000002647,"Maria Lopez",1063,1,00000000000023879,894346.67,"JFJKI83731"
3,000000000009361,"Juan Perez",1063,1,00000000000031470,771636.58,"OFFJUO1292"
3,000000000013512,"Sofia Morales",1063,1,00000000000008201,832844.01,"6FWLNU5324"
5,000000000013071,"Maria Lopez",1062,1,00000000000006662,886782.67,"FWCMTA1659"
1,000000000025573,"Maria Lopez",1059,1,00000000000008072,834438.91,"CO8VH30197"
2,000000000027252,"Gabriela Ortiz",1061,2,00000000000011467,384877.42,"3H0AHO8370"
5,000000000007358,"Maria Lopez",1059,2,00000000000025757,436665.83,"7Q2HCH5263"
2,000000000000429,"Juan Perez",1059,1,00000000000000926,215524.28,"1RPSP24530"
3,000000000018029,"Ana Martinez",1061,1,00000000000010115,158712.43,"7MCGYB1842"
4,000000000025550,"Ana Martinez",1062,1,00000000000019678,863810.12,"88DE4N2495"
3,000000000015976,"Maria Lopez",1060,2,00000000000004412,867656.19,"JAB5YA4351"
5,000000000007726,"Ana Martinez",1059,1,00000000000001160,71625.27,"WO1RMR9702"
2,000000000017329,"Sofia Morales",1061,2,00000000000023778,76147.14,"BEHFNE3629"
5,000000000005347,"Juan Perez",1062,1,00000000000022521,513155.32,"4Z2IS45766"
5,000000000019606,"Carlos Gonzalez",1060,2,00000000000010343,369686.35,"8PEPL23420"
5,000000000025020,"Ana Martinez",1063,2,00000000000015787,391905.40,"42WCS10930"
3,000000000011073,"Luis Ramirez",1060,2,00000000000030813,702710.47,"HCZLP85212"
5,000000000019554,"Luis Ramirez",1062,2,00000000000014275,335789.66,"1T30Q60325"
1,000000000031584,"Gabriela Ortiz",1058,2,00000000000005042,783013.07,"6Z7TXX5903"
2,000000000007215,"Pedro Herrera",1060,1,00000000000020574,108615.99,"B84HE32712"
4,000000000012243,"Carlos Gonzalez",1059,1,00000000000014735,646870.72,"5XCYVO1435"
3,000000000021867,"Sofia Morales",1058,1,00000000000019343,186675.41,"OME6BG0238"
3,000000000002934,"Sofia Morales",1059,2,00000000000018414,382717.86,"AQZ1DU9587"
1,000000000010883,"Carlos Gonzalez",1059,2,00000000000001839,603004.93,"5MW1U02529"
2,000000000025283,"Pedro Herrera",1060,1,00000000000018390,432812.45,"NVUACH1884"
4,000000000030100,"Maria Lopez",1059,2,00000000000032685,966265.99,"3WJO4V2683"
5,000000000024517,"Pedro Herrera",1059,2,00000000000024193,180479.45,"Q80LES6188"
2,000000000027401,"Maria Lopez",1063,1,00000000000020091,28197.54,"O5D7II2302"
1,000000000005628,"Maria Lopez",1060,1,00000000000014239,847280.62,"4K89BM9252"
4,000000000024391,"Luis Ramirez",1059,2,00000000000012921,773858.73,"0X6PW88619"
5,000000000004793,"Pedro Herrera",1060,1,00000000000005051,4175.82,"GX1D2E2869"
3,000000000002674,"Luis Ramirez",1061,2,00000000000030766,403756.71,"HAKI8J8965"
1,000000000032137,"Maria Lopez",1059,2,00000000000010447,697154.48,"R0XC3V0170"
1,000000000018247,"Carlos Gonzalez",1062,2,00000000000011767,684369.67,"8HSPME6221"
5,000000000031184,"Sofia Morales",1059,1,00000000000032604,354454.79,"MBPE889475"
2,000000000027867,"Maria Lopez",1063,2,00000000000003408,375932.95,"UJCC9N9149"
3,000000000027487,"Luis Ramirez",1063,2,00000000000013670,979789.66,"UJ2U979999"
5,000000000003756,"Maria Lopez",1063,1,00000000000007578,244776.64,"IQVUTH7198"
2,000000000032154,"Luis Ramirez",1058,2,00000000000028864,240227.58,"377YS29233"
1,000000000029793,"Juan Perez",1060,2,00000000000015952,643604.68,"2JQDG25726"
2,000000000023867,"Juan Perez",1058,2,00000000000030819,109668.81,"THT7RY8604"
5,000000000001317,"Gabriela Ortiz",1058,2,00000000000015939,533400.86,"D69AYP1004"
3,000000000030847,"Maria Lopez",1060,2,00000000000010188,758683.86,"VCIESB1380"
5,000000000021656,"Sofia Morales",1062,2,00000000000030527,232779.07,"EHBZCO5079"
4,000000000016299,"Maria Lopez",1062,2,00000000000012572,419371.16,"TOQH734182"
5,000000000004276,"Pedro Herrera",1060,2,00000000000002145,187824.92,"813NJK2996"
3,000000000015292,"Sofia Morales",1060,2,00000000000006440,308274.88,"SE5VDG6875"
5,000000000002637,"Ana Martinez",1061,2,00000000000012183,94068.55,"BO2ND13874"
5,000000000032469,"Ana Martinez",1060,1,00000000000022415,709125.35,"3R9TDD4853"
4,000000000010768,"Luis Ramirez",1060,1,00000000000031935,140641.21,"CTXX174189"
3,000000000005269,"Juan Perez",1058,1,00000000000007560,58638.43,"4WO7MJ2884"
5,000000000023471,"Maria Lopez",1062,1,00000000000011444,673533.19,"WW991K7403"
2,000000000014925,"Juan Perez",1063,2,00000000000005621,456097.08,"DL8OQS0686"
1,000000000027788,"Pedro Herrera",1059,1,00000000000024894,886744.30,"U9LXCZ2884"
2,000000000006282,"Carlos Gonzalez",1063,2,00000000000030779,229224.08,"5T3V2B0339"
5,000000000023578,"Ana Martinez",1063,1,00000000000024628,198010.17,"9837WG3685"
2,000000000003482,"Juan Perez",1060,2,00000000000021431,132491.60,"C3U0709468"
2,000000000008719,"Gabriela Ortiz",1061,1,00000000000031327,931747.48,"T2MEBP9908"
1,000000000001283,"Gabriela Ortiz",1062,1,00000000000021546,397122.57,"ZSJ0KV1371"
1,000000000013306,"Sofia Morales",1062,2,00000000000031695,443306.94,"MCT4EM5448"
3,000000000032106,"Maria Lopez",1062,1,00000000000015315,704710.49,"V4YNRL0642"
4,000000000005597,"Gabriela Ortiz",1063,2,00000000000003669,865623.48,"3WTL9A8040"
3,000000000029237,"Maria Lopez",1059,2,00000000000023713,373105.19,"RXAZCA7139"
5,000000000030353,"Luis Ramirez",1063,2,00000000000010297,772943.43,"VIULTH7290"
5,000000000008928,"Juan Perez",1059,2,00000000000032085,230947.67,"56ROHA9102"
5,000000000001402,"Pedro Herrera",1058,1,00000000000026898,614195.79,"2SNJ9A7539"
4,000000000020636,"Luis Ramirez",1061,2,00000000000028525,51478.88,"QYCREG2456"
4,000000000024270,"Ana Martinez",1063,1,00000000000002077,981120.25,"DJJMNP1370"
4,000000000000042,"Sofia Morales",1061,1,00000000000016355,183734.48,"44PDFE5536"
2,000000000012815,"Sofia Morales",1062,1,00000000000000843,906527.73,"LO6U281264"
2,000000000024325,"Luis Ramirez",1059,1,00000000000027337,89507.91,"POBZ3E4750"
5,000000000019094,"Juan Perez",1060,2,00000000000020446,242675.88,"0FG27Y5896"
2,000000000022115,"Sofia Morales",1058,2,00000000000029351,893574.46,"J6WZKY3293"
4,000000000026119,"Luis Ramirez",1061,2,00000000000012179,948185.70,"WBK1F50681"
4,000000000021425,"Luis Ramirez",1062,2,00000000000028614,284363.64,"HXKQVW0605"
4,000000000018711,"Pedro Herrera",1060,2,00000000000029942,281171.52,"WO0QTL1368"
3,000000000031034,"Gabriela Ortiz",1058,2,00000000000002703,190179.22,"S5ZEC76834"
2,000000000022997,"Luis Ramirez",1061,2,00000000000023619,329824.66,"LI2LAK9548"
1,000000000001205,"Gabriela Ortiz",1059,1,00000000000030117,916503.40,"70URUU9342"
2,000000000029507,"Carlos Gonzalez",1059,1,00000000000026205,109344.29,"N71J0M2530"
3,000000000013931,"Carlos Gonzalez",1060,2,00000000000001714,428572.39,"219KHE9878"
2,000000000021840,"Maria Lopez",1063,2,00000000000021371,146692.20,"9648U32369"
1,000000000027725,"Sofia Morales",1059,1,00000000000021524,85500.63,"OMS0KZ7008"
4,000000000020111,"Pedro Herrera",1062,2,00000000000005865,942268.08,"2NRQL81474"
1,000000000029864,"Luis Ramirez",1060,2,00000000000025268,708223.64,"VCYBOB3936"
3,000000000032251,"Carlos Gonzalez",1062,1,00000000000018361,406524.73,"P5KXKF9602"
5,000000000000157,"Ana Martinez",1062,1,00000000000008030,352918.30,"K38IRE2071"
5,000000000018798,"Gabriela Ortiz",1059,2,00000000000004100,295898.15,"5DXV5F8465"
4,000000000026419,"Maria Lopez",1062,1,00000000000012098,695371.78,"XPB1637512"
3,000000000015449,"Gabriela Ortiz",1059,2,00000000000001836,785545.83,"VSKWS18709"
3,000000000001156,"Carlos Gonzalez",1059,2,00000000000002083,755112.91,"8BZ3WV0910"
1,000000000017801,"Juan Perez",1063,1,00000000000007373,152395.35,"AC4A7M6943"
2,000000000006151,"Carlos Gonzalez",1063,1,00000000000016174,108240.27,"DIRUI68624"
3,000000000001103,"Pedro Herrera",1058,1,00000000000020756,584180.20,"EUWIW30637"
3,000000000008043,"Sofia Morales",1062,1,00000000000017932,12817.58,"S2K0S71448"
1,000000000017675,"Pedro Herrera",1061,1,00000000000018324,326756.78,"JXFH491824"
3,000000000023542,"Pedro Herrera",1063,1,00000000000011498,513010.92,"OIRTY31250"
1,000000000030440,"Maria Lopez",1062,1,00000000000030034,128906.09,"3WL9A30735"
4,000000000004028,"Maria Lopez",1060,2,00000000000006195,9610.90,"1AK81W9181"
4,000000000020197,"Maria Lopez",1060,1,00000000000004060,78021.46,"QARW6S6676"
2,000000000017063,"Sofia Morales",1058,2,00000000000028798,659439.46,"CRB2IR1962"
4,000000000027411,"Luis Ramirez",1060,2,00000000000020593,732499.93,"RK4PDG2005"
1,000000000000670,"Sofia Morales",1063,1,00000000000029053,972597.93,"ALE3VE8044"
5,000000000015061,"Gabriela Ortiz",1062,2,00000000000004343,760014.09,"9TJRD85053"
3,000000000025145,"Maria Lopez",1060,1,00000000000025681,947906.25,"7WSRZM5517"
1,000000000012968,"Ana Martinez",1062,2,00000000000011855,966882.30,"W53M5B5715"
3,000000000017350,"Pedro Herrera",1061,2,00000000000028108,452612.86,"ZCVBGN6978"
5,000000000011908,"Gabriela Ortiz",1060,2,00000000000023495,183110.70,"CJ4PVA0078"
3,000000000016522,"Sofia Morales",1059,1,00000000000021938,28944.73,"Y3U7WC0697"
1,000000000001235,"Carlos Gonzalez",1062,1,00000000000011520,16983.05,"TFOWO49953"
2,000000000022073,"Gabriela Ortiz",1062,2,00000000000016829,361894.65,"3Q5S0X5101"
2,000000000002435,"Luis Ramirez",1063,1,00000000000025466,952036.94,"VX6RNZ8408"
1,000000000012049,"Pedro Herrera",1058,1,00000000000000570,749873.44,"52RH7Y4580"
5,000000000020739,"Luis Ramirez",1060,1,00000000000021468,567244.54,"MLOD920376"
1,000000000029396,"Juan Perez",1058,1,00000000000027023,457583.91,"8DPDVB4432"
4,000000000029992,"Luis Ramirez",1063,1,00000000000023337,209612.75,"4DJBGI5127"
2,000000000026077,"Pedro Herrera",1063,1,00000000000005382,785100.27,"36BUXL0038"
4,000000000000408,"Sofia Morales",1060,1,00000000000006749,529421.25,"15LQR99957"
5,000000000002683,"Luis Ramirez",1058,2,00000000000016496,905389.28,"7L1T4T8652"
3,000000000018529,"Gabriela Ortiz",1058,1,00000000000003406,932423.47,"NJNWD26844"
4,000000000017747,"Juan Perez",1059,2,00000000000024094,734893.49,"AHDX829707"
4,000000000020785,"Juan Perez",1063,1,00000000000004333,882998.14,"UTO08Q0119"
1,000000000022647,"Ana Martinez",1063,1,00000000000032052,413232.02,"NX0ZC45333"
4,000000000017700,"Sofia Morales",1062,2,00000000000001810,107480.66,"0KHEK73654"
